time,y,vy,ay
2.499999999999990424e-02,1.005638845950627414e-01,-1.269531001193502096e-01,-1.734366211460300011e+00
2.509999999999990364e-02,1.005511792735993143e-01,-1.271533291490909989e-01,-2.002290297407829378e+00
2.519999999999990303e-02,1.005384530507573149e-01,-1.273711276909934020e-01,-2.177985419023992897e+00
2.529999999999990243e-02,1.005257044689218254e-01,-1.276005090187281310e-01,-2.293813277347405144e+00
2.539999999999990182e-02,1.005129325795518086e-01,-1.278372783815514280e-01,-2.367693628232898639e+00
2.549999999999990122e-02,1.005001367890257513e-01,-1.280785321396427090e-01,-2.412537580912860857e+00
2.559999999999990061e-02,1.004873167421720670e-01,-1.283224049339113382e-01,-2.438727942686226058e+00
2.569999999999990001e-02,1.004744722324551476e-01,-1.285677894045316461e-01,-2.453844706202985559e+00
2.579999999999989940e-02,1.004616031403309517e-01,-1.288140530793016325e-01,-2.462636747699868511e+00
2.589999999999989880e-02,1.004487093975482137e-01,-1.290608025755742572e-01,-2.467494962726290542e+00
2.599999999999989819e-02,1.004357909706574264e-01,-1.293077352402268732e-01,-2.469326646526170954e+00
2.609999999999989759e-02,1.004228478549642062e-01,-1.295545786240413777e-01,-2.468433838145051240e+00
2.619999999999989698e-02,1.004098797849443808e-01,-1.298068217724291373e-01,-2.522431483877690006e+00
2.629999999999989638e-02,1.003968830885524494e-01,-1.301271060661614021e-01,-3.202842937322764261e+00
2.639999999999989577e-02,1.003838548686251664e-01,-1.304372924794309219e-01,-3.101864132695222764e+00
2.649999999999989517e-02,1.003707964490274940e-01,-1.307310994740265020e-01,-2.938069945955812390e+00
2.659999999999989456e-02,1.003577092407819671e-01,-1.310130654364347336e-01,-2.819659624082449856e+00
2.669999999999989396e-02,1.003445942324844853e-01,-1.312871005130934465e-01,-2.740350766587245523e+00
2.679999999999989335e-02,1.003314520945575022e-01,-1.315556580266514231e-01,-2.685575135579637340e+00
2.689999999999989275e-02,1.003182832963672166e-01,-1.318203057789951171e-01,-2.646477523436858270e+00
2.699999999999989214e-02,1.003050881757596574e-01,-1.320821063722498745e-01,-2.618005932547703640e+00
2.709999999999989154e-02,1.002918669816898894e-01,-1.323417750230418688e-01,-2.596686507920034970e+00
2.719999999999989093e-02,1.002786199049348626e-01,-1.325997600776346319e-01,-2.579850545927502736e+00
2.729999999999989033e-02,1.002653471011054898e-01,-1.328563165098631538e-01,-2.565564322285267096e+00
2.739999999999988972e-02,1.002520487063214422e-01,-1.331115791710550944e-01,-2.552626611919425859e+00
2.749999999999988912e-02,1.002387248461546615e-01,-1.333656241645156948e-01,-2.540449934605952365e+00
2.759999999999988851e-02,1.002253756395601603e-01,-1.336185077253855824e-01,-2.528835608698874360e+00
2.769999999999988791e-02,1.002120012000615457e-01,-1.338702822469634290e-01,-2.517745215778510293e+00
