time,y,vy,ay
2.639999999999989577e-02,1.003835374710377593e-01,-1.304326109769401165e-01,-3.192006212031536005e+00
2.649999999999989517e-02,1.003704787553918315e-01,-1.307417019415620107e-01,-3.090909646219058615e+00
2.659999999999989456e-02,1.003573899510423750e-01,-1.310343850474554872e-01,-2.926831058934741048e+00
2.669999999999989396e-02,1.003442724713541900e-01,-1.313152087162308135e-01,-2.808236687753287608e+00
2.679999999999989335e-02,1.003311273063099140e-01,-1.315880921693650951e-01,-2.728834531342827052e+00
2.689999999999989275e-02,1.003179551269769154e-01,-1.318554944907443238e-01,-2.674023213792236398e+00
2.699999999999989214e-02,1.003047564028938382e-01,-1.321189871706915653e-01,-2.634926799472359082e+00
2.709999999999989154e-02,1.002915314725089518e-01,-1.323796205269235637e-01,-2.606333562319961050e+00
2.719999999999989093e-02,1.002782805853019432e-01,-1.326381236132288810e-01,-2.585030863053245476e+00
2.729999999999989033e-02,1.002650039317912745e-01,-1.328949466001259072e-01,-2.568229868970200336e+00
2.739999999999988972e-02,1.002517016672168082e-01,-1.331503448891226127e-01,-2.553982889966976533e+00
2.749999999999988912e-02,1.002383739273099705e-01,-1.334044532475812672e-01,-2.541083584586452115e+00
2.759999999999988851e-02,1.002250208372526818e-01,-1.336573478982129304e-01,-2.528946506316518406e+00
2.769999999999988791e-02,1.002116425155941543e-01,-1.339090852723719971e-01,-2.517373741590628100e+00
